SITENAME,DATE,YEAR,MONTH,TN_uM_L,TN_moles_L,TN_g_L,TN_ug_L,TP_uM_L,TP_moles_L,TP_g_L,TP_ug_L,NP
TSph10,9/26/18,2018,September,84.51,0.00,0.00,1183.66,0.32,0.00,0.00,9.97,118.68
TSph11,9/26/18,2018,September,21.24,0.00,0.00,297.52,0.38,0.00,0.00,11.80,25.21
TSph7,9/26/18,2018,September,70.32,0.00,0.00,985.01,0.53,0.00,0.00,16.42,60.00
TSph9,9/26/18,2018,September,58.43,0.00,0.00,818.37,0.21,0.00,0.00,6.47,126.42
TSph7,9/28/18,2018,September,74.95,0.00,0.00,1049.82,1.26,0.00,0.00,39.03,26.90
TSph3,9/29/18,2018,September,72.43,0.00,0.00,1014.58,0.24,0.00,0.00,7.43,136.48
TSph7,10/1/18,2018,October,66.70,0.00,0.00,934.31,0.35,0.00,0.00,10.84,86.18
TSph7,10/4/18,2018,October,68.19,0.00,0.00,955.19,0.32,0.00,0.00,9.91,96.37
TSph3,10/5/18,2018,October,73.26,0.00,0.00,1026.11,0.27,0.00,0.00,8.36,122.70
TSph7,10/7/18,2018,October,62.36,0.00,0.00,873.48,0.26,0.00,0.00,8.05,108.46
TSph7,10/10/18,2018,October,58.55,0.00,0.00,820.17,0.23,0.00,0.00,7.12,115.13
TSph3,10/11/18,2018,October,63.43,0.00,0.00,888.46,0.30,0.00,0.00,9.29,95.61
TSph7,10/13/18,2018,October,68.57,0.00,0.00,960.50,0.33,0.00,0.00,10.22,93.97
TSph7,10/16/18,2018,October,68.18,0.00,0.00,954.98,0.46,0.00,0.00,14.25,67.03
TSph3,10/17/18,2018,October,58.58,0.00,0.00,820.49,0.27,0.00,0.00,8.36,98.11
TSph7,10/19/18,2018,October,0.01,0.00,0.00,0.14,0.01,0.00,0.00,0.31,0.45
TSph7,10/22/18,2018,October,64.32,0.00,0.00,900.89,0.40,0.00,0.00,12.39,72.71
TSph3,10/23/18,2018,October,57.86,0.00,0.00,810.49,0.24,0.00,0.00,7.43,109.03
TSph7,10/25/18,2018,October,62.54,0.00,0.00,876.04,0.36,0.00,0.00,11.15,78.56
TSph7,10/28/18,2018,October,59.03,0.00,0.00,826.88,0.36,0.00,0.00,11.15,74.15
TSph10,10/29/18,2018,October,48.86,0.00,0.00,684.34,0.23,0.00,0.00,7.03,97.33
TSph11,10/29/18,2018,October,52.34,0.00,0.00,733.10,0.98,0.00,0.00,30.32,24.18
TSph3,10/29/18,2018,October,65.99,0.00,0.00,924.36,0.23,0.00,0.00,7.12,129.75
TSph9,10/29/18,2018,October,51.59,0.00,0.00,722.62,0.20,0.00,0.00,6.32,114.36
TSph7,10/31/18,2018,October,61.38,0.00,0.00,859.78,0.36,0.00,0.00,11.15,77.11
TSph7,11/3/18,2018,November,59.76,0.00,0.00,837.04,0.38,0.00,0.00,11.77,71.12
TSph3,11/4/18,2018,November,59.99,0.00,0.00,840.31,0.26,0.00,0.00,8.05,104.34
TSph7,11/6/18,2018,November,58.96,0.00,0.00,825.91,0.37,0.00,0.00,11.46,72.07
TSph7,11/9/18,2018,November,62.64,0.00,0.00,877.43,0.35,0.00,0.00,10.84,80.94
TSph7,11/12/18,2018,November,60.83,0.00,0.00,852.09,0.44,0.00,0.00,13.63,62.52
TSph7,11/15/18,2018,November,68.61,0.00,0.00,961.05,0.56,0.00,0.00,17.35,55.41
TSph7,11/18/18,2018,November,62.48,0.00,0.00,875.16,0.55,0.00,0.00,17.04,51.37
TSph10,11/19/18,2018,November,47.04,0.00,0.00,658.83,0.29,0.00,0.00,8.92,73.86
TSph11,11/19/18,2018,November,31.39,0.00,0.00,439.67,0.56,0.00,0.00,17.28,25.44
TSph3,11/19/18,2018,November,64.91,0.00,0.00,909.24,0.40,0.00,0.00,12.39,73.39
TSph9,11/19/18,2018,November,57.63,0.00,0.00,807.22,0.35,0.00,0.00,10.69,75.54
TSph7,11/21/18,2018,November,62.43,0.00,0.00,874.49,0.36,0.00,0.00,11.15,78.42
TSph7,11/24/18,2018,November,65.91,0.00,0.00,923.23,0.42,0.00,0.00,13.01,70.97
TSph3,11/25/18,2018,November,67.23,0.00,0.00,941.72,0.35,0.00,0.00,10.84,86.87
TSph7,11/27/18,2018,November,64.41,0.00,0.00,902.13,0.39,0.00,0.00,12.08,74.68
TSph7,11/29/18,2018,November,65.29,0.00,0.00,914.49,0.61,0.00,0.00,18.89,48.40
TSph3,12/1/18,2018,December,73.23,0.00,0.00,1025.73,0.42,0.00,0.00,13.01,78.85
TSph7,12/2/18,2018,December,63.20,0.00,0.00,885.27,0.20,0.00,0.00,6.19,142.91
TSph7,12/5/18,2018,December,69.29,0.00,0.00,970.57,0.37,0.00,0.00,11.46,84.69
TSph3,12/7/18,2018,December,71.97,0.00,0.00,1008.04,0.43,0.00,0.00,13.32,75.69
TSph7,12/8/18,2018,December,67.02,0.00,0.00,938.81,0.42,0.00,0.00,13.01,72.17
TSph7,12/11/18,2018,December,67.12,0.00,0.00,940.08,0.24,0.00,0.00,7.43,126.46
TSph3,12/13/18,2018,December,79.20,0.00,0.00,1109.41,0.39,0.00,0.00,12.08,91.84
TSph7,12/14/18,2018,December,69.27,0.00,0.00,970.32,0.50,0.00,0.00,15.49,62.65
TSph10,12/17/18,2018,December,76.87,0.00,0.00,1076.66,0.59,0.00,0.00,18.40,58.52
TSph11,12/17/18,2018,December,47.66,0.00,0.00,667.62,0.55,0.00,0.00,16.91,39.48
TSph7,12/17/18,2018,December,63.02,0.00,0.00,882.67,0.43,0.00,0.00,13.32,66.27
TSph9,12/17/18,2018,December,58.73,0.00,0.00,822.58,0.31,0.00,0.00,9.54,86.22
TSph3,12/19/18,2018,December,86.17,0.00,0.00,1206.91,0.40,0.00,0.00,12.39,97.41
TSph7,12/20/18,2018,December,65.56,0.00,0.00,918.33,0.25,0.00,0.00,7.74,118.59
TSph7,12/23/18,2018,December,61.58,0.00,0.00,862.58,0.24,0.00,0.00,7.43,116.04
TSph3,12/25/18,2018,December,92.46,0.00,0.00,1295.02,0.48,0.00,0.00,14.87,87.10
TSph7,12/26/18,2018,December,78.18,0.00,0.00,1095.04,0.79,0.00,0.00,24.47,44.75
TSph7,12/29/18,2018,December,74.46,0.00,0.00,1042.92,0.37,0.00,0.00,11.46,91.00
TSph3,12/30/18,2018,December,80.23,0.00,0.00,1123.84,0.17,0.00,0.00,5.27,213.43
TSph7,1/1/19,2019,January,69.89,0.00,0.00,978.89,0.33,0.00,0.00,10.22,95.77
TSph7,1/4/19,2019,January,67.73,0.00,0.00,948.68,0.44,0.00,0.00,13.63,69.61
TSph3,1/5/19,2019,January,83.19,0.00,0.00,1165.23,0.17,0.00,0.00,5.27,221.29
TSph7,1/7/19,2019,January,66.21,0.00,0.00,927.36,0.24,0.00,0.00,7.43,124.75
TSph7,1/10/19,2019,January,69.32,0.00,0.00,971.01,0.43,0.00,0.00,13.32,72.90
TSph3,1/11/19,2019,January,110.56,0.00,0.00,1548.59,0.19,0.00,0.00,5.89,263.14
TSph7,1/13/19,2019,January,138.85,0.00,0.00,1944.87,0.72,0.00,0.00,22.30,87.21
TSph7,1/16/19,2019,January,76.94,0.00,0.00,1077.73,0.61,0.00,0.00,18.89,57.04
TSph3,1/17/19,2019,January,109.37,0.00,0.00,1531.90,0.21,0.00,0.00,6.50,235.51
TSph7,1/19/19,2019,January,71.17,0.00,0.00,996.89,0.40,0.00,0.00,12.39,80.46
TSph7,1/22/19,2019,January,71.62,0.00,0.00,1003.21,0.37,0.00,0.00,11.46,87.54
TSph7,1/25/19,2019,January,79.40,0.00,0.00,1112.18,0.44,0.00,0.00,13.63,81.61
TSph3,1/26/19,2019,January,119.10,0.00,0.00,1668.26,0.25,0.00,0.00,7.74,215.44
TSph7,1/28/19,2019,January,76.13,0.00,0.00,1066.30,0.76,0.00,0.00,23.54,45.30
TSph10,1/29/19,2019,January,72.17,0.00,0.00,1010.84,0.30,0.00,0.00,9.42,107.35
TSph11,1/29/19,2019,January,23.40,0.00,0.00,327.76,0.38,0.00,0.00,11.62,28.22
TSph7,1/29/19,2019,January,97.56,0.00,0.00,1366.45,1.28,0.00,0.00,39.65,34.47
TSph9,1/29/19,2019,January,59.71,0.00,0.00,836.29,0.31,0.00,0.00,9.45,88.52
TSph3,2/1/19,2019,February,98.68,0.00,0.00,1382.27,0.15,0.00,0.00,4.65,297.51
TSph7,2/1/19,2019,February,67.02,0.00,0.00,938.68,0.27,0.00,0.00,8.36,112.24
TSph7,2/4/19,2019,February,63.88,0.00,0.00,894.80,0.23,0.00,0.00,7.12,125.60
TSph3,2/7/19,2019,February,88.71,0.00,0.00,1242.49,0.20,0.00,0.00,6.19,200.57
TSph7,2/7/19,2019,February,61.50,0.00,0.00,861.39,0.25,0.00,0.00,7.74,111.24
TSph7,2/10/19,2019,February,66.56,0.00,0.00,932.25,0.28,0.00,0.00,8.67,107.49
TSph3,2/12/19,2019,February,101.12,0.00,0.00,1416.43,0.25,0.00,0.00,7.74,182.92
TSph7,2/13/19,2019,February,68.86,0.00,0.00,964.45,0.31,0.00,0.00,9.60,100.44
TSph7,2/16/19,2019,February,63.48,0.00,0.00,889.22,0.29,0.00,0.00,8.98,99.00
TSph3,2/18/19,2019,February,81.11,0.00,0.00,1136.14,0.01,0.00,0.00,0.31,3668.03
TSph7,2/19/19,2019,February,56.83,0.00,0.00,796.06,0.25,0.00,0.00,7.74,102.80
TSph7,2/22/19,2019,February,62.73,0.00,0.00,878.66,0.36,0.00,0.00,11.15,78.80
TSph3,2/24/19,2019,February,65.55,0.00,0.00,918.10,0.47,0.00,0.00,14.56,63.07
TSph7,2/25/19,2019,February,63.73,0.00,0.00,892.72,0.36,0.00,0.00,11.15,80.06
TSph7,2/28/19,2019,February,83.74,0.00,0.00,1172.89,0.72,0.00,0.00,22.30,52.59
TSph3,3/2/19,2019,March,68.47,0.00,0.00,959.12,0.22,0.00,0.00,6.81,140.75
TSph7,3/3/19,2019,March,75.50,0.00,0.00,1057.51,0.49,0.00,0.00,15.18,69.68
TSph10,3/6/19,2019,March,73.77,0.00,0.00,1033.31,0.26,0.00,0.00,8.18,126.37
TSph11,3/6/19,2019,March,24.91,0.00,0.00,348.96,0.35,0.00,0.00,10.84,32.19
TSph7,3/6/19,2019,March,118.14,0.00,0.00,1654.77,0.76,0.00,0.00,23.54,70.30
TSph9,3/6/19,2019,March,63.62,0.00,0.00,891.07,0.24,0.00,0.00,7.31,121.90
TSph3,3/8/19,2019,March,65.48,0.00,0.00,917.23,0.19,0.00,0.00,5.89,155.86
TSph7,3/9/19,2019,March,73.46,0.00,0.00,1029.00,0.30,0.00,0.00,9.29,110.74
TSph7,3/12/19,2019,March,64.33,0.00,0.00,901.01,0.40,0.00,0.00,12.39,72.72
TSph3,3/14/19,2019,March,73.35,0.00,0.00,1027.44,0.21,0.00,0.00,6.50,157.96
TSph7,3/15/19,2019,March,78.75,0.00,0.00,1103.09,0.64,0.00,0.00,19.82,55.65
TSph7,3/18/19,2019,March,60.08,0.00,0.00,841.51,0.33,0.00,0.00,10.22,82.33
TSph3,3/20/19,2019,March,82.98,0.00,0.00,1162.33,0.30,0.00,0.00,9.29,125.09
TSph10,3/21/19,2019,March,22.11,0.00,0.00,309.67,0.23,0.00,0.00,7.19,43.09
TSph11,3/21/19,2019,March,42.85,0.00,0.00,600.23,0.44,0.00,0.00,13.63,44.04
TSph7,3/21/19,2019,March,62.88,0.00,0.00,880.77,0.39,0.00,0.00,12.08,72.91
TSph9,3/21/19,2019,March,43.46,0.00,0.00,608.73,0.21,0.00,0.00,6.60,92.27
TSph7,3/24/19,2019,March,59.00,0.00,0.00,826.36,0.31,0.00,0.00,9.60,86.06
TSph3,3/26/19,2019,March,82.28,0.00,0.00,1152.52,0.21,0.00,0.00,6.50,177.19
TSph7,3/27/19,2019,March,62.34,0.00,0.00,873.17,0.39,0.00,0.00,12.08,72.28
TSph7,3/30/19,2019,March,67.09,0.00,0.00,939.70,0.56,0.00,0.00,17.35,54.18
TSph3,4/1/19,2019,April,87.22,0.00,0.00,1221.68,0.24,0.00,0.00,7.43,164.34
TSph7,4/1/19,2019,April,69.53,0.00,0.00,973.93,0.45,0.00,0.00,13.94,69.87
TSph7,4/4/19,2019,April,66.22,0.00,0.00,927.53,0.46,0.00,0.00,14.25,65.10
TSph3,4/7/19,2019,April,97.95,0.00,0.00,1372.04,0.29,0.00,0.00,8.98,152.75
TSph7,4/7/19,2019,April,72.14,0.00,0.00,1010.51,0.61,0.00,0.00,18.89,53.48
TSph7,4/10/19,2019,April,74.79,0.00,0.00,1047.63,0.58,0.00,0.00,17.96,58.32
TSph7,4/13/19,2019,April,74.90,0.00,0.00,1049.07,0.80,0.00,0.00,24.78,42.34
TSph7,4/16/19,2019,April,85.83,0.00,0.00,1202.26,1.34,0.00,0.00,41.51,28.97
TSph7,4/19/19,2019,April,89.62,0.00,0.00,1255.25,1.23,0.00,0.00,38.10,32.95
TSph3,4/22/19,2019,April,97.13,0.00,0.00,1360.53,0.39,0.00,0.00,12.08,112.63
TSph7,4/22/19,2019,April,76.09,0.00,0.00,1065.75,0.83,0.00,0.00,25.71,41.46
TSph10,4/25/19,2019,April,48.74,0.00,0.00,682.72,0.27,0.00,0.00,8.46,80.74
TSph11,4/25/19,2019,April,20.75,0.00,0.00,290.60,0.48,0.00,0.00,14.99,19.38
TSph7,4/25/19,2019,April,94.93,0.00,0.00,1329.66,1.32,0.00,0.00,40.89,32.52
TSph9,4/25/19,2019,April,43.12,0.00,0.00,603.98,0.24,0.00,0.00,7.43,81.25
TSph3,4/28/19,2019,April,91.11,0.00,0.00,1276.19,0.32,0.00,0.00,9.91,128.76
TSph7,4/28/19,2019,April,109.05,0.00,0.00,1527.39,1.49,0.00,0.00,46.15,33.10
TSph7,4/29/19,2019,April,111.49,0.00,0.00,1561.68,1.85,0.00,0.00,57.30,27.25
TSph3,5/1/19,2019,May,103.47,0.00,0.00,1449.25,0.39,0.00,0.00,12.08,119.97
TSph7,5/2/19,2019,May,77.63,0.00,0.00,1087.31,0.68,0.00,0.00,21.06,51.62
TSph7,5/5/19,2019,May,65.08,0.00,0.00,911.62,0.24,0.00,0.00,7.43,122.63
TSph7,5/8/19,2019,May,70.83,0.00,0.00,992.14,0.25,0.00,0.00,7.74,128.13
TSph7,5/11/19,2019,May,70.84,0.00,0.00,992.19,0.42,0.00,0.00,13.01,76.27
TSph7,5/14/19,2019,May,77.88,0.00,0.00,1090.89,0.34,0.00,0.00,10.53,103.59
TSph7,5/17/19,2019,May,70.37,0.00,0.00,985.70,0.34,0.00,0.00,10.53,93.60
TSph3,5/20/19,2019,May,102.86,0.00,0.00,1440.72,0.46,0.00,0.00,14.25,101.12
TSph7,5/20/19,2019,May,62.81,0.00,0.00,879.78,0.32,0.00,0.00,9.91,88.76
TSph7,5/23/19,2019,May,72.03,0.00,0.00,1008.94,0.42,0.00,0.00,13.01,77.56
TSph3,5/26/19,2019,May,91.43,0.00,0.00,1280.65,0.38,0.00,0.00,11.77,108.80
TSph7,5/26/19,2019,May,77.40,0.00,0.00,1084.20,0.26,0.00,0.00,8.05,134.63
TSph7,5/28/19,2019,May,86.04,0.00,0.00,1205.22,0.63,0.00,0.00,19.51,61.76
TSph10,5/30/19,2019,May,26.98,0.00,0.00,377.84,0.07,0.00,0.00,2.23,169.42
TSph11,5/30/19,2019,May,29.96,0.00,0.00,419.64,0.41,0.00,0.00,12.82,32.72
TSph9,5/30/19,2019,May,39.30,0.00,0.00,550.53,0.40,0.00,0.00,12.36,44.55
TSph7,5/31/19,2019,May,69.05,0.00,0.00,967.16,0.20,0.00,0.00,6.19,156.12
TSph3,6/1/19,2019,June,115.00,0.00,0.00,1610.81,0.53,0.00,0.00,16.42,98.12
TSph7,6/3/19,2019,June,72.62,0.00,0.00,1017.17,0.22,0.00,0.00,6.81,149.27
TSph7,6/6/19,2019,June,75.71,0.00,0.00,1060.53,0.23,0.00,0.00,7.12,148.87
TSph3,6/7/19,2019,June,121.43,0.00,0.00,1700.86,0.54,0.00,0.00,16.73,101.69
TSph7,6/9/19,2019,June,73.81,0.00,0.00,1033.86,0.28,0.00,0.00,8.67,119.21
TSph7,6/12/19,2019,June,75.71,0.00,0.00,1060.53,0.38,0.00,0.00,11.77,90.10
TSph3,6/13/19,2019,June,115.00,0.00,0.00,1610.81,0.56,0.00,0.00,17.35,92.87
TSph7,6/15/19,2019,June,68.81,0.00,0.00,963.82,0.33,0.00,0.00,10.22,94.29
TSph7,6/18/19,2019,June,70.48,0.00,0.00,987.16,0.40,0.00,0.00,12.39,79.68
TSph3,6/19/19,2019,June,89.29,0.00,0.00,1250.63,0.66,0.00,0.00,20.44,61.18
TSph7,6/21/19,2019,June,69.76,0.00,0.00,977.16,0.45,0.00,0.00,13.94,70.11
TSph7,6/23/19,2019,June,77.86,0.00,0.00,1090.54,0.45,0.00,0.00,13.94,78.24
TSph10,6/24/19,2019,June,70.24,0.00,0.00,983.82,0.53,0.00,0.00,16.54,59.48
TSph11,6/24/19,2019,June,14.76,0.00,0.00,206.77,0.58,0.00,0.00,17.90,11.55
TSph3,6/24/19,2019,June,95.00,0.00,0.00,1330.67,0.86,0.00,0.00,26.64,49.95
TSph9,6/24/19,2019,June,55.48,0.00,0.00,777.05,0.39,0.00,0.00,12.20,63.67
TSph7,6/27/19,2019,June,79.76,0.00,0.00,1117.23,0.31,0.00,0.00,9.60,116.35
TSph3,6/30/19,2019,June,154.05,0.00,0.00,2157.75,0.32,0.00,0.00,9.91,217.70
TSph7,6/30/19,2019,June,71.43,0.00,0.00,1000.51,0.22,0.00,0.00,6.81,146.82
TSph7,7/3/19,2019,July,71.91,0.00,0.00,1007.17,0.20,0.00,0.00,6.19,162.58
TSph3,7/6/19,2019,July,89.76,0.00,0.00,1257.30,0.24,0.00,0.00,7.43,169.13
TSph7,7/6/19,2019,July,70.95,0.00,0.00,993.82,0.27,0.00,0.00,8.36,118.84
TSph7,7/9/19,2019,July,68.10,0.00,0.00,953.81,0.24,0.00,0.00,7.43,128.31
TSph3,7/12/19,2019,July,73.81,0.00,0.00,1033.86,0.25,0.00,0.00,7.74,133.51
TSph7,7/12/19,2019,July,72.14,0.00,0.00,1010.51,0.30,0.00,0.00,9.29,108.75
TSph7,7/15/19,2019,July,67.86,0.00,0.00,950.47,0.28,0.00,0.00,8.67,109.59
TSph3,7/17/19,2019,July,73.81,0.00,0.00,1033.86,0.27,0.00,0.00,8.36,123.62
TSph7,7/18/19,2019,July,70.24,0.00,0.00,983.82,0.29,0.00,0.00,8.98,109.53
TSph7,7/21/19,2019,July,77.86,0.00,0.00,1090.54,0.32,0.00,0.00,9.91,110.03
TSph10,7/22/19,2019,July,65.48,0.00,0.00,917.12,0.37,0.00,0.00,11.34,80.90
TSph11,7/22/19,2019,July,26.67,0.00,0.00,373.52,0.28,0.00,0.00,8.80,42.46
TSph9,7/22/19,2019,July,56.67,0.00,0.00,793.73,0.21,0.00,0.00,6.44,123.20
TSph3,7/24/19,2019,July,59.29,0.00,0.00,830.42,0.46,0.00,0.00,14.25,58.28
TSph7,7/24/19,2019,July,73.10,0.00,0.00,1023.84,0.26,0.00,0.00,8.05,127.13
TSph7,7/27/19,2019,July,76.43,0.00,0.00,1070.54,0.35,0.00,0.00,10.84,98.75
TSph7,7/29/19,2019,July,84.05,0.00,0.00,1177.26,0.44,0.00,0.00,13.63,86.38
TSph3,7/30/19,2019,July,54.29,0.00,0.00,760.38,0.46,0.00,0.00,14.25,53.37
TSph7,8/1/19,2019,August,70.95,0.00,0.00,993.82,0.31,0.00,0.00,9.60,103.50
TSph7,8/4/19,2019,August,67.86,0.00,0.00,950.47,0.23,0.00,0.00,7.12,133.42
TSph3,8/5/19,2019,August,57.86,0.00,0.00,810.40,0.44,0.00,0.00,13.63,59.46
TSph7,8/7/19,2019,August,71.91,0.00,0.00,1007.17,0.32,0.00,0.00,9.91,101.61
TSph7,8/10/19,2019,August,74.76,0.00,0.00,1047.19,0.35,0.00,0.00,10.84,96.60
TSph3,8/11/19,2019,August,53.57,0.00,0.00,750.37,0.48,0.00,0.00,14.87,50.47
TSph7,8/13/19,2019,August,69.76,0.00,0.00,977.16,0.35,0.00,0.00,10.84,90.14
TSph7,8/16/19,2019,August,66.19,0.00,0.00,927.12,0.28,0.00,0.00,8.67,106.90
TSph3,8/17/19,2019,August,67.86,0.00,0.00,950.47,0.55,0.00,0.00,17.04,55.79
TSph7,8/19/19,2019,August,72.14,0.00,0.00,1010.51,0.37,0.00,0.00,11.46,88.17
TSph3,8/22/19,2019,August,54.29,0.00,0.00,760.38,0.58,0.00,0.00,17.96,42.33
TSph7,8/22/19,2019,August,66.67,0.00,0.00,933.80,0.53,0.00,0.00,16.42,56.88
TSph7,8/25/19,2019,August,60.95,0.00,0.00,853.75,0.33,0.00,0.00,10.22,83.53
TSph7,8/26/19,2019,August,64.52,0.00,0.00,903.79,0.38,0.00,0.00,11.77,76.79
TSph10,8/28/19,2019,August,73.81,0.00,0.00,1033.86,0.43,0.00,0.00,13.35,77.44
TSph11,8/28/19,2019,August,12.14,0.00,0.00,170.09,0.33,0.00,0.00,10.07,16.90
TSph3,8/28/19,2019,August,58.33,0.00,0.00,817.07,0.14,0.00,0.00,4.34,188.42
TSph9,8/28/19,2019,August,48.10,0.00,0.00,673.67,0.24,0.00,0.00,7.46,90.25
TSph7,8/29/19,2019,August,75.71,0.00,0.00,1060.53,0.32,0.00,0.00,9.91,107.00
TSph7,9/1/19,2019,September,66.91,0.00,0.00,937.14,0.41,0.00,0.00,12.70,73.79
TSph3,9/3/19,2019,September,57.86,0.00,0.00,810.40,0.16,0.00,0.00,4.96,163.52
TSph7,9/4/19,2019,September,62.86,0.00,0.00,880.44,0.25,0.00,0.00,7.74,113.70
TSph7,9/7/19,2019,September,69.76,0.00,0.00,977.16,0.30,0.00,0.00,9.29,105.16
TSph3,9/9/19,2019,September,62.14,0.00,0.00,870.44,0.15,0.00,0.00,4.65,187.35
TSph7,9/10/19,2019,September,74.29,0.00,0.00,1040.52,0.40,0.00,0.00,12.39,83.98
TSph7,9/13/19,2019,September,74.29,0.00,0.00,1040.52,0.32,0.00,0.00,9.91,104.98
TSph3,9/15/19,2019,September,66.67,0.00,0.00,933.80,0.21,0.00,0.00,6.50,143.56
TSph7,9/16/19,2019,September,0.01,0.00,0.00,0.14,0.01,0.00,0.00,0.31,0.45
TSph7,9/19/19,2019,September,0.01,0.00,0.00,0.14,0.01,0.00,0.00,0.31,0.45
TSph3,9/21/19,2019,September,70.48,0.00,0.00,987.16,0.20,0.00,0.00,6.19,159.35
TSph7,9/22/19,2019,September,70.00,0.00,0.00,980.49,0.27,0.00,0.00,8.36,117.24
TSph7,9/25/19,2019,September,75.24,0.00,0.00,1053.86,0.70,0.00,0.00,21.68,48.61
TSph7,9/26/19,2019,September,75.24,0.00,0.00,1053.86,0.50,0.00,0.00,15.49,68.05
TSph3,9/27/19,2019,September,54.64,0.00,0.00,765.38,0.49,0.00,0.00,15.18,50.43
TSph10,9/29/19,2019,September,36.19,0.00,0.00,506.91,0.20,0.00,0.00,6.04,83.93
TSph11,9/29/19,2019,September,36.91,0.00,0.00,516.93,0.38,0.00,0.00,11.71,44.15
TSph7,9/29/19,2019,September,75.71,0.00,0.00,1060.53,0.37,0.00,0.00,11.46,92.54
TSph9,9/29/19,2019,September,52.14,0.00,0.00,730.37,0.22,0.00,0.00,6.75,108.17
TSph7,10/2/19,2019,October,73.57,0.00,0.00,1030.51,0.31,0.00,0.00,9.60,107.32
TSph3,10/3/19,2019,October,61.19,0.00,0.00,857.09,0.38,0.00,0.00,11.77,72.82
TSph7,10/5/19,2019,October,70.71,0.00,0.00,990.49,0.33,0.00,0.00,10.22,96.90
